update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,Games,Strat,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
311,1592320,1111.4841581117535,996,0.08071581982076168,0.21389372573792304,0.0,0.8252734541893005,1,0.0,1.941082888841629,0.00035412955621723087,-0.002762468153377995,0.0005732970468670829,0.0051383185,0.08071581982076168,0.21389372573792304,0.0,0.8252734541893005
312,1597440,1129.1406840084016,1001,0.0931210931390524,0.22304632643474595,0.0,0.8252734541893005,2,0.0,1.9431481540203095,-0.0009110119230172131,-0.001086633277736837,0.0002278442965234717,0.0019942955,0.0931210931390524,0.22304632643474595,0.0,0.8252734541893005
313,1602560,1305.3240656543799,1005,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005,6,0.0,1.9448847651481629,-0.005429611355066299,-0.0011137457651784644,1.9734773650270655e-05,0.0010135121,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005
314,1607680,1348.859360665316,1009,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005,1,0.0,1.9453360378742217,-0.003670883714221418,-0.0006510796956717968,4.2734360704344e-06,0.00038931755,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005
315,1612800,1309.2846136334178,1013,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005,1,0.0,1.9452198326587677,-0.0035006669582799076,-0.0007693175208260073,7.041756390435694e-06,0.0004966266,0.08755371049046516,0.22252127880400005,0.0,0.8252734541893005
316,1617920,930.0114391195368,1018,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005,2,0.0,1.9445276319980622,-0.0005752630979259266,-0.0011414608467021025,3.533709079874825e-05,0.0012365385,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005
317,1623040,1008.7243450322919,1023,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005,1,0.0,1.9453520476818085,-0.0012842520329286345,-0.0003207460005796747,9.123635550167819e-06,0.0006041137,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005
318,1628160,1077.2244367427675,1028,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005,2,0.0,1.9458181142807007,-0.002433398342691362,-0.0003258712572460354,1.6976747588159923e-06,0.0002793663,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005
319,1633280,1085.4854193809274,1033,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005,1,0.0,1.9458675742149354,-0.0017153472581412643,-0.00030221474153222514,3.7435336395219567e-07,0.00011897464,0.09497558549046517,0.22442009500618268,0.0,0.8252734541893005
320,1638400,1103.2432093643276,1037,0.08335253894329071,0.21687159032947714,0.0,0.8252734541893005,11,0.0,1.9458638310432435,-0.0019241730333305895,-0.0003983871909440495,5.427686687653477e-07,0.0001344918,0.08335253894329071,0.21687159032947714,0.0,0.8252734541893005
321,1643520,1136.7306256088966,1042,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005,1,0.0,1.945875459909439,-0.0007248984125908464,-9.791268894332461e-05,3.328326421581096e-07,9.6599666e-05,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005
322,1648640,1176.4381061475729,1046,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005,0,0.0,1.9458773195743562,-0.001466609095223248,-0.0002435967995552346,2.01782658848515e-07,6.513458e-05,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005
323,1653760,1189.9733648962665,1051,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005,0,0.0,1.945878916978836,-0.0008380023966310546,-0.00014198107310221532,1.616211200428097e-07,6.930036e-05,0.08335253894329071,0.21687159032947712,0.0,0.8252734541893005
324,1658880,1070.2607474060246,1055,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071,2,0.0,1.9458784222602845,-0.0008828257181448862,-0.00016310692735714837,1.52509272410839e-07,7.004943e-05,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071
325,1664000,1256.2222363265969,1059,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071,0,0.0,1.9458443999290467,-0.0007625664191436953,-0.00015953974470903632,4.1907488963488503e-07,0.00012581484,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071
326,1669120,1181.4606089231077,1064,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071,2,0.0,1.9457925081253051,-0.00027278719626337987,-4.1232164676330285e-05,7.937412419778411e-07,0.00016349423,0.06272070258855819,0.18171444370877207,0.0,0.738085925579071
327,1674240,1202.3072426476042,1068,0.05665234327316284,0.179642807248219,0.0,0.738085925579071,2,0.0,1.9456743597984314,0.000488953162857797,3.24804317529015e-05,4.049705992770214e-07,0.00010176983,0.05665234327316284,0.179642807248219,0.0,0.738085925579071
328,1679360,1219.5272173572953,1072,0.05665234327316284,0.179642807248219,0.0,0.738085925579071,0,0.0,1.9451478898525238,0.00011116979430880747,-1.840870718297083e-05,5.7910425880436375e-06,0.0006489764,0.05665234327316284,0.179642807248219,0.0,0.738085925579071
329,1684480,1169.3450806353292,1077,0.05665234327316284,0.179642807248219,0.0,0.738085925579071,0,0.0,1.9455741465091705,-1.9534988769009943e-05,1.4228566351448535e-05,1.3720176156084562e-06,0.00019788774,0.05665234327316284,0.179642807248219,0.0,0.738085925579071
330,1689600,1181.1496042004915,1081,0.03827929645776749,0.14322348859677667,0.0,0.738085925579071,5,0.0,1.945202213525772,0.00113126422802452,0.00019089925335720183,8.225004506812184e-06,0.0006525381,0.03827929645776749,0.14322348859677667,0.0,0.738085925579071
331,1694720,1157.0950770846714,1085,0.01982714831829071,0.08925180992142019,0.0,0.4962109327316284,1,0.0,1.9448317766189576,0.0009100289578782394,0.0002946565609931895,6.20253056808906e-06,0.0005351195,0.01982714831829071,0.08925180992142019,0.0,0.4962109327316284
332,1699840,1217.622075693181,1090,0.011064453050494194,0.05110461831846602,0.0,0.296875,3,0.0,1.9451687932014465,0.0007302815680304775,-0.0003610931087678182,2.7145158514940704e-05,0.0008806776,0.011064453050494194,0.05110461831846602,0.0,0.296875
333,1704960,1218.8699233113557,1094,0.011064453050494194,0.05110461831846602,0.0,0.296875,5,0.0,1.9449779868125916,0.0010018653614679352,6.694043836432683e-05,4.902417657604019e-06,0.00043101382,0.011064453050494194,0.05110461831846602,0.0,0.296875
334,1710080,1148.9905969852825,1098,0.011064453050494194,0.05110461831846602,0.0,0.296875,1,0.0,1.945508986711502,0.00034436099867889424,0.0001697992830258954,1.5563399941243007e-06,0.00030138,0.011064453050494194,0.05110461831846602,0.0,0.296875
335,1715200,1212.754061486393,1102,0.011064453050494194,0.05110461831846602,0.0,0.296875,1,0.0,1.9458594858646392,-1.3270304725665482e-05,-5.256003805698128e-06,2.4020801276947167e-07,8.903414e-05,0.011064453050494194,0.05110461831846602,0.0,0.296875
336,1720320,1182.1516303357557,1107,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071,3,0.0,1.943153190612793,0.002097194199450314,-0.00204852053502691,0.00023359419428743423,0.002871914,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071
337,1725440,1161.6349583436424,1111,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071,1,0.0,1.9457951784133911,0.0022280452947597952,0.0003575511909730267,1.9400560091753505e-06,0.00028852248,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071
338,1730560,1162.4380563303096,1116,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071,2,0.0,1.9457436561584474,-0.0012000638933386653,-0.00020131627788941842,1.656115279047299e-06,0.00023369964,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071
339,1735680,1170.1862967116997,1120,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071,1,0.0,1.9457899689674378,-0.00013145855136826868,-4.7651663930992075e-05,8.399020558158554e-07,0.00016220435,0.01835937462747097,0.09411180806344373,0.0,0.588671863079071
340,1740800,1193.3678185453605,1124,0.01835937462747097,0.09411180806344374,0.0,0.588671863079071,11,0.0,1.9457908987998962,0.0005736625185818412,0.00015765541511427727,8.857486392344071e-07,0.00022045255,0.01835937462747097,0.09411180806344374,0.0,0.588671863079071
341,1745920,1184.747185438538,1129,0.02659863270819187,0.10583962745855632,0.0,0.588671863079071,2,0.0,1.9442382276058197,0.001298682236665627,-0.0010229880368569865,8.325455983140272e-05,0.0014570853,0.02659863270819187,0.10583962745855632,0.0,0.588671863079071
342,1751040,1131.3248444251865,1133,0.02659863270819187,0.10583962745855632,0.0,0.588671863079071,0,0.0,1.9438336431980132,0.0034225239709485323,0.00026849820524148526,5.824349974545839e-05,0.001399827,0.02659863270819187,0.10583962745855632,0.0,0.588671863079071
343,1756160,903.718943498851,1139,0.04053320325911045,0.13428873256386037,0.0,0.588671863079071,1,0.0,1.943215274810791,0.0010611733341647778,-0.001806211067014374,0.00022880976812302833,0.0029321625,0.04053320325911045,0.13428873256386037,0.0,0.588671863079071
344,1761280,1260.9971224971584,1143,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,3,0.0,1.942566269636154,0.006222256983164698,-0.0010301535261532991,0.0002591359489088063,0.0028489013,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
345,1766400,1456.1757259116696,1146,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,0,0.0,1.9457118272781373,-0.006473685125820338,-0.0012773636321071536,1.0126601330284757e-05,0.0005413004,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
346,1771520,1375.8367829353167,1150,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,1,0.0,1.9457006394863128,-0.0033945541246794162,-0.0005676168919308111,3.905973255768913e-06,0.00041522813,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
347,1776640,1405.3589693702706,1154,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,1,0.0,1.9457760512828828,-0.003025224187877029,-0.0006089444039389491,2.724989434454983e-06,0.00030020933,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
348,1781760,1439.2816552555394,1157,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,0,0.0,1.9457416892051698,-0.0022168113733641802,-0.0003796111937845126,2.350224303881987e-06,0.00028509047,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
349,1786880,1616.7007459992092,1160,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426,0,0.0,1.9458087801933288,-0.0010007937205955386,-0.00024644144432386386,1.0970458987458187e-06,0.00020785634,0.05532031245529652,0.15925580436862563,0.0,0.5914843678474426
350,1792000,1615.275065950359,1164,0.05804882813245058,0.15921957687331614,0.0,0.5914843678474426,5,0.0,1.9451731383800506,-0.00022857536705487292,-0.0003841261601337465,2.5008446937135886e-05,0.0008959444,0.05804882813245058,0.15921957687331614,0.0,0.5914843678474426
351,1797120,1612.6844307368353,1167,0.05440625008195639,0.1588388021395608,0.0,0.5914843678474426,1,0.0,1.945762538909912,-0.002110748569248244,-0.0003544765160768293,1.3321455440973295e-06,0.00020484526,0.05440625008195639,0.1588388021395608,0.0,0.5914843678474426
352,1802240,1626.261477725955,1170,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426,5,0.0,1.9427267611026764,0.002553753413667437,-0.0031064125418197364,0.0001742628022839199,0.003543115,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426
353,1807360,1628.0243752925348,1173,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426,4,0.0,1.9456922650337218,-0.011526180151849984,-0.0019308681890834122,4.986188412203774e-06,0.00045840704,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426
354,1812480,1622.4502956017398,1176,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426,1,0.0,1.9457973182201385,-0.009814350120723247,-0.0019218977133277804,3.774326523853233e-06,0.0004380155,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426
355,1817600,1627.2029240926597,1179,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426,0,0.0,1.9458371102809906,-0.007546744751743972,-0.001327556447358802,1.8235101521213438e-06,0.00036458188,0.07667675819247961,0.1795820647676647,0.0,0.5914843678474426
356,1822720,1619.2371574288263,1183,0.06845019590109587,0.16268120818944698,0.0,0.5914843678474426,4,0.0,1.9440450489521026,-0.0042186182130535595,-0.0017944371968042106,8.360856754734414e-05,0.0018059101,0.06845019590109587,0.16268120818944698,0.0,0.5914843678474426
357,1827840,1619.9350980036138,1186,0.06845019590109587,0.16268120818944698,0.0,0.5914843678474426,1,0.0,1.9457986116409303,-0.0025808536796830595,-0.0003502593341181637,2.7545853129140594e-06,0.0003577924,0.06845019590109587,0.16268120818944698,0.0,0.5914843678474426
358,1832960,1629.17671592495,1189,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426,2,0.0,1.9458873271942139,-0.004144713119603694,-0.0007478538813302293,1.300158342587565e-06,0.00020718746,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426
359,1838080,1628.6891497002355,1192,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426,0,0.0,1.945761686563492,-0.0031431939103640618,-0.0004942899477100582,4.452186186654217e-06,0.0004667466,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426
360,1843200,1603.7593510710842,1195,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426,9,0.0,1.9456658780574798,-0.0010529888902965467,-0.0003982956586696673,5.869554411219724e-06,0.0004336605,0.06845019590109587,0.162681208189447,0.0,0.5914843678474426
361,1848320,1614.5325789217352,1198,0.06021093782037497,0.15751137366818482,0.0,0.5914843678474426,2,0.0,1.9454814076423645,-0.0014201541023794561,-0.0003085247150011128,6.151605066406773e-06,0.0005455648,0.06021093782037497,0.15751137366818482,0.0,0.5914843678474426
