update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,984.6225310172787,2,0.17421875149011612,0.24225175932288226,0.0,0.6937500238418579,32.125,43.90170127682981,0.0,118.0,1.9351095855236053,0.14567558839917183,0.004056048550410196,0.003019257594132796,0.01633709,0.17421875149011612,0.24225175932288226,0.0,0.6937500238418579
2,4096,1536.6782473577073,3,0.29661458482344943,0.3300290978667002,0.0,0.8812500238418579,104.54166666666667,45.749297960612346,19.0,144.0,1.9069235622882843,0.1500985510647297,-0.012714285825495608,0.010411663446575403,0.052279044,0.29661458482344943,0.3300290978667002,0.0,0.8812500238418579
3,6144,1550.0750397221032,4,0.30687499716877936,0.3138278013942426,0.0,0.8687499761581421,105.3,45.05119310295788,21.0,144.0,1.897301346063614,0.18823964893817902,0.008012769547349308,0.009222790889907628,0.023125248,0.30687499716877936,0.3138278013942426,0.0,0.8687499761581421
4,8192,1515.485074828307,6,0.4870833337306976,0.3239845251711554,0.0,0.90625,78.86666666666666,47.21562829779517,15.0,144.0,1.8909744918346405,0.21830741874873638,-0.048614523373544216,0.01800699159502983,0.064084835,0.4870833337306976,0.3239845251711554,0.0,0.90625
5,10240,1352.6721134048623,7,0.5416666651765506,0.30033545850176635,0.0,0.9312499761581421,71.2,44.37296474205887,11.0,144.0,1.8615553677082062,0.2614217046648264,-0.03604219667613506,0.018437205580994487,0.048173364,0.5416666651765506,0.30033545850176635,0.0,0.9312499761581421
6,12288,1391.7652224872736,9,0.5814453149214387,0.2895371284996947,0.0,0.9312499761581421,65.46875,43.459740259664464,11.0,144.0,1.8129767924547195,0.28147777542471886,-0.050407187547534704,0.019234606181271374,0.061780855,0.5814453149214387,0.2895371284996947,0.0,0.9312499761581421
7,14336,1416.3763691879897,10,0.7620370376993109,0.17635410388627293,0.0,0.925000011920929,37.77777777777778,26.99222567543441,12.0,144.0,1.7157372534275055,0.4575243853032589,-0.10120142716914415,0.01988612487912178,0.08622589,0.7620370376993109,0.17635410388627293,0.0,0.925000011920929
8,16384,1563.4314053353276,11,0.8525122560414613,0.13665981125002682,0.21250000596046448,0.956250011920929,23.598039215686274,21.865569588058456,7.0,126.0,1.5092864483594894,0.6720978915691376,-0.08713270910084248,0.014513716683723032,0.07849629,0.8525122560414613,0.13665981125002682,0.21250000596046448,0.956250011920929
9,18432,1293.4160993435448,13,0.8942581291605787,0.05995103463359775,0.4625000059604645,0.949999988079071,16.91869918699187,9.592166092202834,8.0,86.0,1.4092151075601578,0.7868537902832031,-0.03641813341528177,0.00578493025386706,0.055817697,0.8942581291605787,0.05995103463359775,0.4625000059604645,0.949999988079071
10,20480,930.5590321245724,15,0.9126700673784528,0.0402145724190978,0.668749988079071,0.949999988079071,13.97278911564626,6.434331364795442,8.0,53.0,1.3373281061649323,0.8515214025974274,0.005798958649393171,0.0019854014535667375,0.027550997,0.9126700673784528,0.0402145724190978,0.668749988079071,0.949999988079071
