update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,816.5559056073197,2,0.0,0.0,0,0,0.0,0.0,0,0,1.9439526945352554,0.07756301015615463,0.011731845908798277,0.00021478757298609708,0.0050287014,0.0,0.0,0,0
2,4096,1260.629520029633,4,0.0,0.0,0,0,0.0,0.0,0,0,1.9443353414535522,0.06113568600267172,0.010773795889690518,5.155663075129269e-05,0.0033764956,0.0,0.0,0,0
3,6144,1445.4832581810938,5,0.0,0.0,0,0,0.0,0.0,0,0,1.944760873913765,0.046644354704767466,0.008096791163552552,2.8181358857182204e-05,0.002429272,0.0,0.0,0,0
4,8192,1351.4781951728733,7,0.0,0.0,0,0,0.0,0.0,0,0,1.944633662700653,0.0376730035059154,0.006498194299638271,2.2123060716694454e-05,0.002147397,0.0,0.0,0,0
5,10240,1339.082117224983,8,0.0,0.0,0,0,0.0,0.0,0,0,1.945026770234108,0.02969107823446393,0.005399689369369298,1.7054168438335182e-05,0.0017363401,0.0,0.0,0,0
6,12288,1430.5482825379352,10,0.0,0.0,0,0,0.0,0.0,0,0,1.9454054236412048,0.024572195252403617,0.004298362211557105,1.3956385600977228e-05,0.0015830442,0.0,0.0,0,0
7,14336,1392.0376770263256,11,0.0,0.0,0,0,0.0,0.0,0,0,1.9454049170017242,0.01960139162838459,0.0035120246175210923,1.1480810940156516e-05,0.001365555,0.0,0.0,0,0
8,16384,1366.1198104148423,13,0.0,0.0,0,0,0.0,0.0,0,0,1.9456520527601242,0.016035655979067087,0.0029132927884347737,1.002850854092685e-05,0.0015307916,0.0,0.0,0,0
9,18432,1413.1726447834367,14,0.0,0.0,0,0,0.0,0.0,0,0,1.9456915110349655,0.012365635950118303,0.0020225293847033754,7.2205861556540185e-06,0.00066363247,0.0,0.0,0,0
10,20480,1433.7454493257255,15,0.0,0.0,0,0,0.0,0.0,0,0,1.9457224607467651,0.009735863655805588,0.0018641458300407976,7.245726010296494e-06,0.0009583607,0.0,0.0,0,0
11,22528,1335.1857052282323,17,0.0,0.0,0,0,0.0,0.0,0,0,1.9457580745220184,0.007736335741356015,0.001503611885709688,6.3605291984458745e-06,0.0005517035,0.0,0.0,0,0
12,24576,1327.8807761128041,19,0.0,0.0,0,0,0.0,0.0,0,0,1.9457785189151764,0.006290496268775314,0.000924422791285906,5.710201264719217e-06,0.00055934966,0.0,0.0,0,0
13,26624,1400.780234334869,20,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,97.75,378.584122091775,0.0,1564.0,1.9450294971466064,0.0060374342574505135,-0.001115807426685933,0.00028957125687156804,0.0045788107,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
14,28672,1340.1818748304283,22,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,97.75,378.584122091775,0.0,1564.0,1.9451171606779099,0.008912226767279208,0.0013305294269230217,1.2249164228705922e-05,0.001283271,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
15,30720,1387.4098769475975,23,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,97.75,378.584122091775,0.0,1564.0,1.9457144737243652,0.007536978228017688,0.0011459637098596431,7.312822617677739e-06,0.00049581553,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
16,32768,1426.599421450572,24,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.945798859000206,0.00579395261593163,0.0019271308701718226,7.5699242074733775e-06,0.0005487176,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
17,34816,1422.6692379800925,26,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458021372556686,0.004716168390586972,0.0009155716325039975,4.403151478982181e-06,0.0004621654,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
18,36864,1446.4317892766894,27,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.945820301771164,0.003687688848003745,0.0005736176499340218,4.8184066940848425e-06,0.0005888045,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
19,38912,1357.5197990792185,29,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458138942718506,0.0037399028369691223,0.0007334114925470203,3.900950360957722e-06,0.00061140966,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
20,40960,1434.6829463501322,30,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.945814311504364,0.0032713121618144214,0.0005786622605228331,3.1289335424844467e-06,0.00028038368,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
21,43008,1362.23469595372,32,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9457974284887314,0.0026959683455061167,0.00047959388029994443,2.936722324875518e-06,0.00038876568,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
22,45056,1435.3004716643798,33,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458246380090714,0.0018987842631759122,0.0003832153743132949,2.5561997460954444e-06,0.00041456803,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
23,47104,1442.4312072619828,35,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.945827841758728,0.001254969960427843,0.00021105905670992797,2.760695252845835e-06,0.00042151575,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
24,49152,1417.065423554842,36,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458359479904175,0.0012385635855025612,0.00021982111320539843,2.2554698944077245e-06,0.0004241609,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
25,51200,1437.2108247059593,37,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458355605602264,0.0013525622052839026,0.00029846897814422846,2.2910304267043102e-06,0.00026138956,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
26,53248,1418.267790150245,39,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.9458300173282623,0.0009690773658803664,0.00020970876630599378,2.0818815329448626e-06,0.00023723513,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
27,55296,1432.792686329936,40,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895,1935.25,95.85633781863356,1564.0,1960.0,1.94581900537014,0.0012399004262988456,0.0002338163449167041,2.248072135557777e-06,0.0007300738,0.01761479675769806,0.06822181448939299,0.0,0.28183674812316895
28,57344,1432.4340545029465,42,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458398818969727,0.0004390073263493832,0.00010933388898592966,1.6435814131909865e-06,0.00022069633,0.0,0.0,0.0,0.0
29,59392,1429.4244337921837,43,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458297193050385,-0.00015442984567926032,-9.521985248284182e-06,2.0396223590068985e-06,0.00055520306,0.0,0.0,0.0,0.0
30,61440,1273.4360103168374,45,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458510428667068,-0.00047473151971644256,-0.00015517283736699028,1.7297650032332967e-06,0.0004966526,0.0,0.0,0.0,0.0
31,63488,1436.5416830209012,46,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945839524269104,0.00012186942910830112,0.00010744269189899569,1.7441443560528569e-06,0.0002602291,0.0,0.0,0.0,0.0
32,65536,1407.0661124629496,48,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945829764008522,0.0002791102656374278,2.7690612910191703e-05,2.2152424037358287e-06,0.00048013896,0.0,0.0,0.0,0.0
33,67584,1352.1883330917005,49,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945836678147316,0.0001614487127881148,6.665736276545431e-05,1.3621827719134671e-06,0.00019554581,0.0,0.0,0.0,0.0
34,69632,1404.7593071327647,51,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458589106798172,0.0003330227568767441,-9.725304619223607e-05,1.457744360777724e-06,0.00038132182,0.0,0.0,0.0,0.0
35,71680,1427.3921449962295,52,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458379596471786,-0.0001463349026380456,6.319914587038511e-05,1.7265858218706853e-06,0.00029573365,0.0,0.0,0.0,0.0
36,73728,1414.4869583803393,54,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458439648151398,-0.0002518712956316449,-0.00012480787472668453,1.4157301251316312e-06,0.0002950331,0.0,0.0,0.0,0.0
37,75776,1413.9062926880736,55,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458548873662949,-5.625534868158866e-06,6.336188539535215e-05,1.391369281122934e-06,0.0002541066,0.0,0.0,0.0,0.0
38,77824,1433.7856539222348,56,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458471983671188,-0.00047878571422188543,5.215551936998963e-06,1.1949340859018776e-06,0.00018279688,0.0,0.0,0.0,0.0
39,79872,1414.9867497589232,58,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458423852920532,0.0001440332375750586,-2.9205097973772354e-05,1.298243759606521e-06,0.00035302812,0.0,0.0,0.0,0.0
40,81920,1391.282374002549,59,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458563774824142,5.038267454438028e-05,-1.3426866871668608e-05,1.1950734375432148e-06,0.00016259012,0.0,0.0,0.0,0.0
41,83968,1429.7349164730517,61,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945858657360077,-8.933284425438615e-05,3.328465061258612e-05,8.006630167756157e-07,0.00021577324,0.0,0.0,0.0,0.0
42,86016,1361.2505268349053,62,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458650946617126,-0.0001851993142736319,4.58326819625654e-05,1.1413973695084678e-06,0.00030989747,0.0,0.0,0.0,0.0
43,88064,1357.8275150745294,64,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458573758602142,-0.0004485924891923787,-9.555835561059212e-05,1.2312113852885886e-06,0.00030340313,0.0,0.0,0.0,0.0
44,90112,1389.0903332807231,65,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458703100681305,-0.00038975716597633436,-7.538404543083743e-05,9.976699857361382e-07,0.00020526577,0.0,0.0,0.0,0.0
45,92160,1374.966580694586,67,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458719193935394,-0.0003802043338509975,-7.468834917290224e-05,8.133959568112914e-07,0.0002489478,0.0,0.0,0.0,0.0
46,94208,1386.3149486236482,68,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458619356155396,-0.0002303261098859366,-4.897731224673407e-05,8.349268867391402e-07,0.00014775994,0.0,0.0,0.0,0.0
47,96256,1384.82870586369,70,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458576887845993,-0.00046129610382195096,-8.324911186718964e-05,9.805535654550113e-07,0.00021215377,0.0,0.0,0.0,0.0
48,98304,1385.7238691060109,71,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458736181259155,-0.0002768807808024576,-3.7720604950663983e-07,8.787254799358379e-07,0.00015091497,0.0,0.0,0.0,0.0
49,100352,1404.4529167880653,73,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945874810218811,-0.0003036636935576098,-6.101102954403359e-05,8.984633623754235e-07,0.00019382969,0.0,0.0,0.0,0.0
50,102400,1430.2960305736015,74,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458702206611633,-5.726563176722266e-05,-5.272369571684976e-05,7.100780763380499e-07,0.00029809726,0.0,0.0,0.0,0.0
51,104448,1437.6680932995118,76,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458713978528976,-0.0008225081619457342,-2.181464327577487e-05,6.352441062063008e-07,0.00033739646,0.0,0.0,0.0,0.0
52,106496,1415.536578468783,77,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458692222833633,-0.00037526396408793516,-7.003194491517206e-05,1.0165546555640503e-06,0.00033511105,0.0,0.0,0.0,0.0
53,108544,1420.5144338760379,79,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458760917186737,-0.00042754463902383577,-7.044248127385799e-05,6.644088230700618e-07,0.00022378273,0.0,0.0,0.0,0.0
54,110592,1411.3439385930913,80,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458679556846619,-0.0004908564441166163,-0.0001453493646295101,7.338586271998793e-07,0.0003966394,0.0,0.0,0.0,0.0
55,112640,1347.1245950754144,81,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945874735713005,-0.0003458807923379936,1.7718022490953445e-05,7.322606450088642e-07,0.00022254029,0.0,0.0,0.0,0.0
56,114688,1417.233992228417,83,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945873200893402,-0.0003194895834894851,-3.76817605456381e-05,5.494697283836558e-07,0.00018804043,0.0,0.0,0.0,0.0
57,116736,1428.7408957824546,84,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458797872066498,-0.00044099790284235496,-6.349963859975105e-05,7.425130803540014e-07,0.00036705256,0.0,0.0,0.0,0.0
58,118784,1415.447009808348,86,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945880576968193,4.468583210837096e-05,2.7410264920035843e-06,5.631291841723396e-07,0.00013681722,0.0,0.0,0.0,0.0
59,120832,1432.8359445396525,87,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458835572004318,0.00022771025817291957,5.0928760572332976e-05,6.210646787963015e-07,0.00016779953,0.0,0.0,0.0,0.0
60,122880,1337.1027660804177,89,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945882722735405,0.00012041773175042181,-2.725244763723822e-05,5.616593128365821e-07,0.00016369892,0.0,0.0,0.0,0.0
61,124928,1436.0882517222742,90,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945869341492653,-4.8235195890811156e-05,-2.7273276373307453e-05,7.497186444993531e-07,0.0004107476,0.0,0.0,0.0,0.0
62,126976,1415.2422573796632,92,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458640366792679,0.000110663362647756,8.411875069214148e-05,6.951752737904826e-07,0.00018216275,0.0,0.0,0.0,0.0
63,129024,1350.2602755746589,93,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945878580212593,-0.00040152793008019216,-1.7561996855874895e-05,5.08537468135728e-07,0.0001301485,0.0,0.0,0.0,0.0
64,131072,1440.7198139226587,95,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458670765161514,-8.18683038232848e-05,-0.00010760830718936631,5.674670759958644e-07,0.00017870635,0.0,0.0,0.0,0.0
65,133120,1414.6497886737566,96,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.9458825886249542,4.678628272358765e-05,-4.936356390317087e-06,6.405185501989763e-07,0.00041508896,0.0,0.0,0.0,0.0
66,135168,1433.9160950711973,98,0.0,0.0,0.0,0.0,1960.0,0.0,1960.0,1960.0,1.945878490805626,-0.00012188614437036449,-6.090407464398595e-05,8.051646034346049e-07,0.0005140677,0.0,0.0,0.0,0.0
67,137216,1352.204936010625,99,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9385515004396439,0.0022215122589841485,-0.004461640113731846,0.0017191673832712695,0.012936092,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
68,139264,1432.9239029874773,100,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9436654448509216,0.014114261604845524,0.0035013016022276133,4.889659021500847e-05,0.0024522557,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
69,141312,1411.5693684814044,102,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9452549517154694,0.009577279211953282,0.0017818152264226228,1.000060910882894e-05,0.00095475407,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
70,143360,1434.38156844056,103,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.945729285478592,0.007950611296109855,0.0013068523330730386,4.438218951463568e-06,0.00053288933,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
71,145408,1413.966572193008,105,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.94583161175251,0.005681649083271623,0.0010169519373448566,2.592780759869129e-06,0.0006690434,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
72,147456,1433.9235153728955,106,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9457960724830627,0.004808891506399959,0.0008245722347055562,2.4173739348043455e-06,0.00038413936,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
73,149504,1343.553162410381,108,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458419978618622,0.0030057910771574825,0.000525885188835673,1.373094974610467e-06,0.00028347212,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
74,151552,1412.941821883099,109,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458494186401367,0.0019401895842747763,0.0003634283839346608,1.4750937396001973e-06,0.00034395754,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
75,153600,1332.5795837635033,111,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.945852354168892,0.0012532617984106764,0.00018374344017502153,1.0789826703216931e-06,0.00018820722,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
76,155648,1434.7447708249194,112,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458577781915665,0.001206678047310561,0.0002563949428804335,9.314058004861181e-07,0.00021400969,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
77,157696,1417.2075703548276,114,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458616524934769,0.0010439893521834165,0.0003720726090250537,1.031759367720042e-06,0.00027008788,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
78,159744,1421.2336223086734,115,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458592385053635,0.0009028541462612338,0.00018258177624375094,9.395675419909821e-07,0.00028569656,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
79,161792,1429.270313180635,117,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.9458702206611633,0.0005696749321941752,5.774592659690825e-05,7.537017552294856e-07,0.00026596562,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
80,163840,1409.3534516378895,118,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365,1876.6875,322.6679250309054,627.0,1960.0,1.945875734090805,0.00038378180033760145,6.429314498745953e-05,7.405088950918071e-07,0.00014196578,0.04450574144721031,0.1723699954356587,0.0,0.712091863155365
