update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,Games,Strat,return_mean,return_std,return_min,return_max
11,56320,1649.7750550114863,34,0.0,0.0,0,0,1.9457987666130065,0.008600104600191116,0.0015103590034414084,2.190552703495996e-06,0.0004658144,0,0.0,0.0,0.0,0,0
12,61440,1626.513244841755,38,0.0,0.0,0,0,1.9458251237869262,0.00688299851026386,0.0011735773587133735,1.7788325919809721e-06,0.00023824617,0,0.0,0.0,0.0,0,0
13,66560,1644.1565297934533,41,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9429863095283508,0.006924850400537252,-0.00043020020129915795,0.0002568514875747496,0.004561473,1,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
14,71680,1626.8279401398515,44,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9451336920261384,0.010755144711583852,0.0019130416825646535,1.8297811311640545e-05,0.0016232958,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
15,76800,1639.152345314744,47,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9455854415893554,0.0008826524572214112,0.000501999811604037,4.07741629260272e-06,0.0005046207,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
16,81920,1638.731692137088,50,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9457189440727234,0.00046133791765896605,0.00020671193215093808,2.449983549013268e-06,0.00030932648,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
17,87040,1643.7408535362551,53,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9457928538322449,0.000623767523211427,6.79985556189422e-05,1.2064261369459928e-06,0.00022038147,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
18,92160,1637.514603729505,56,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.9458331048488617,0.0006974199350224808,8.402374721754313e-05,9.772344327529936e-07,0.0002502326,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
19,97280,1643.3530534650527,59,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896,1.945833545923233,0.000672313800896518,0.0001445837176106579,1.3389971769584008e-06,0.00026626102,0,0.0,0.010893554985523224,0.06803022908003542,0.0,0.43574219942092896
20,102400,1617.104196520884,63,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.9457926630973816,0.0012847124939526112,-5.536703047255287e-05,1.6566962699471333e-05,0.0012918749,39,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
21,107520,1647.6423443393867,66,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.945878654718399,0.0010345170012442395,0.0002274896189192077,7.003567873198336e-07,0.00014382033,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
22,112640,1641.5619655566718,69,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.9458833456039428,0.000617838058678899,0.0001158222282413135,4.132622422048371e-07,0.0001354088,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
23,117760,1654.0104555822604,72,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.9458835542201995,0.0007215260338853113,8.8759788468451e-05,4.257550344277661e-07,0.00025716066,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
24,122880,1627.9035542995819,75,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.945881575345993,0.0007000458310358227,0.00013512490204448113,4.5218084636644563e-07,0.00014736486,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
25,128000,1624.4043349044223,78,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.9458882987499238,0.0008271230704849586,0.00012724516564048826,3.4458398516790113e-07,0.000102793216,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
26,133120,1626.0330579013012,81,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.945888477563858,0.00044082818494644015,8.644813087812508e-05,3.491201994165749e-07,0.00011590612,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
27,138240,1619.2740303792448,85,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.945887517929077,0.0003890971711371094,0.0001269805150514003,4.894834297886064e-07,0.00021713418,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
28,143360,1622.895498866005,88,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896,1.9458887219429015,0.00037217805584077723,2.9668862498510862e-05,3.642680852067315e-07,0.00016903973,0,0.0,0.013507812842726707,0.06955353597674663,0.0,0.43574219942092896
29,148480,1637.788228518156,91,0.018078125640749933,0.09752847487865016,0.0,0.6185547113418579,1.9425721347332001,0.0023685391061007977,-0.001994760702655185,0.0004911729267405463,0.008160193,1,0.0,0.018078125640749933,0.09752847487865016,0.0,0.6185547113418579
30,153600,1639.2216618590098,94,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9452216744422912,0.008214458893053233,-0.0006897400016896427,0.00019577196098907734,0.004104876,1,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
31,158720,1650.5042688245,97,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9450015425682068,-0.023202443681657314,-0.0037947217701002956,1.3152125484339195e-05,0.0011156453,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
32,163840,1637.8976540703306,100,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9454553127288818,-0.019832520000636577,-0.0032097559422254564,6.0447115060924265e-06,0.0008558322,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
33,168960,1618.8640048897228,103,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9457408845424653,-0.01494061378762126,-0.002717611938714981,2.6058727257805e-06,0.0006306972,1,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
34,174080,1637.083059404117,107,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458179235458375,-0.011850389186292887,-0.0020896116620860994,1.2447525989500719e-06,0.00039411345,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
35,179200,1634.4526581654186,110,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458059430122376,-0.009092442877590656,-0.001577324653044343,2.945951320043605e-06,0.0005327262,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
36,184320,1604.8972555263256,113,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.945841532945633,-0.006296977470628917,-0.0011239950603339822,9.401748997106552e-07,0.00032798684,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
37,189440,1629.8874591139902,116,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458639979362489,-0.004628382087685168,-0.0008534790627891198,8.230268150555275e-07,0.00025706578,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
38,194560,1531.9865883272792,119,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458597660064698,-0.003513499069958925,-0.0006944896740606055,1.0657883365183806e-06,0.0002636787,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
39,199680,1258.31639090431,123,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.945689672231674,-0.0011986302502918988,-0.00041146367739202104,1.118063893272847e-05,0.0009361686,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
40,204800,1447.8931144016872,127,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9457481741905212,-0.002610320097301155,-0.0008757469564443454,4.999042414510768e-06,0.0005347222,37,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
41,209920,1519.8230296804059,130,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458429038524627,-0.0002267633839210248,-4.9498632324684874e-05,8.552455597055086e-07,0.00023392313,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
42,215040,1562.5791695223215,134,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458536028862,-0.00021918794188877656,-8.40106281430053e-06,4.840698338171023e-07,0.00022820437,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
43,220160,1578.5960069707214,137,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458662390708923,0.00038704744738424777,6.222354918463679e-05,4.389625132716901e-07,0.00022488346,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
44,225280,1593.5947377950863,140,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458734035491942,0.0004923120301100426,6.994158318320842e-05,3.7796929177602576e-07,0.00014369552,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
45,230400,1561.5251013708369,143,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.945884257555008,0.0008116798853734508,0.00014765736959816423,2.733022448353495e-07,0.000108724074,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
46,235520,1579.2894253946083,147,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458824455738069,0.000913570448756218,0.00011764006103476277,3.285552374165945e-07,9.326196e-05,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
47,240640,1604.7620943563954,150,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458674669265748,0.001166631287196651,0.0002123466671037022,5.917057592341735e-07,0.00018715716,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
48,245760,1584.2778010041927,153,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579,1.9458730340003967,0.0011062734440201894,0.0002170295461837668,4.6645109677001526e-07,0.00020946158,0,0.0,0.029319337010383605,0.12800228845682812,0.0,0.6185547113418579
49,250880,1578.8512227790375,156,0.013855469226837159,0.08652737758846865,0.0,0.5542187690734863,1.9458693861961365,0.001557538437191397,0.00027240335512033196,8.923512837100134e-07,0.00035096853,1,0.0,0.013855469226837159,0.08652737758846865,0.0,0.5542187690734863
50,256000,1497.9906877632795,160,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9447244167327882,0.0022040706113330088,-0.0015867861948208883,0.00019168767876180935,0.0029142087,2,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
51,261120,1469.5774270640945,163,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9457405030727386,-0.00013498954831447918,-0.0002751287684986892,2.0023011802550173e-05,0.0012508493,0,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
52,266240,1611.5514244159367,166,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9456827759742736,-0.002742043440230191,-0.0003301328339148313,4.031878472687822e-06,0.00050064846,0,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
53,271360,1607.4773514260435,170,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9458065986633302,-0.0017092208494432271,-0.00032415639725513756,1.800078774749636e-06,0.00023283139,1,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
54,276480,1607.2980855231299,173,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9458056390285492,-0.0015850637340918184,-0.0002835736828274094,9.945639334318912e-07,0.0002191687,0,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
55,281600,1629.8835005807666,176,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9458388984203339,-0.001264946736046113,-0.00020135591403231957,9.871190570720501e-07,0.00021520423,0,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
56,286720,1603.4697991723717,179,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421,1.9458292305469513,-0.0011528032860951497,-0.0002214540450950153,7.430405005948159e-07,0.00020234629,0,0.0,0.014541015028953552,0.09080860975049596,0.0,0.5816406011581421
57,291840,1606.5633929680241,182,0.021031249314546585,0.0984898823150632,0.0,0.5816406011581421,1.9455021023750305,0.0001832703477703035,-0.000951141475525219,4.320712369008106e-05,0.0017555471,1,0.0,0.021031249314546585,0.0984898823150632,0.0,0.5816406011581421
58,296960,1569.5874478825392,186,0.021031249314546585,0.0984898823150632,0.0,0.5816406011581421,1.945557999610901,0.005458649864885956,-0.00023253499612110317,4.4098875241616044e-05,0.001660772,0,0.0,0.021031249314546585,0.0984898823150632,0.0,0.5816406011581421
59,302080,1586.9596577373056,189,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9456103026866913,0.00011446681091911159,-6.113341250966187e-05,1.8509132291910647e-05,0.0010350135,1,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
60,307200,1598.501727623206,192,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9457303047180177,3.2658423879183826e-05,8.202954777516424e-05,3.2290130491219314e-06,0.0005192791,34,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
61,312320,1636.5737878249568,195,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458570539951325,-0.00015168841073318618,-3.1735204629512736e-06,5.557783609333455e-07,0.00025877805,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
62,317440,1604.689785883061,198,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458688616752624,-0.000551216363965068,-5.513982694083097e-05,3.1988496118628973e-07,0.000100569494,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
63,322560,1590.474387871924,202,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458603143692017,0.00028165602634544484,-5.269350384651261e-06,5.039511705717814e-07,0.00015208557,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
64,327680,1643.1487238815791,205,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458486974239348,0.0008905234892154113,0.00014389431235031224,4.270301516839936e-07,0.00014011053,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
65,332800,1650.4413517444318,208,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458658397197723,0.0009642129210988059,0.00010668582553989836,5.324023632624631e-07,0.00013392998,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
66,337920,1654.73270873986,211,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458658158779145,0.0013073447218630463,0.0002094420644425554,5.368257973259461e-07,0.000219368,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
67,343040,1643.0965493944598,214,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458610713481903,0.0017048091103788465,0.0002903710752434563,4.4936390395378114e-07,0.00017161257,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
68,348160,1645.5330452753763,217,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458485424518586,0.0019033457501791418,0.0003235082716855686,4.06974221789369e-07,0.00018131139,0,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
69,353280,1649.8603565999604,220,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421,1.9458478331565856,0.0019719067495316267,0.0003301028256828431,4.984851017297842e-07,0.00015497216,1,0.0,0.025587889924645425,0.1015792754520031,0.0,0.5816406011581421
70,358400,1639.3147604490605,223,0.025385742262005805,0.10047454091965928,0.0,0.5735546946525574,1.9435647130012512,0.0032497090673132335,-0.0015982194454409182,0.00023829595629649704,0.0033819259,3,0.0,0.025385742262005805,0.10047454091965928,0.0,0.5735546946525574
71,363520,1652.9411708562277,226,0.025385742262005805,0.10047454091965928,0.0,0.5735546946525574,1.945413303375244,0.007273493777029216,0.0011835128912935033,1.829431462283537e-05,0.0013157179,0,0.0,0.025385742262005805,0.10047454091965928,0.0,0.5735546946525574
72,368640,1635.071276706875,230,0.030799805000424386,0.11736484634380641,0.0,0.5735546946525574,1.9450266540050507,0.002597828660509549,-0.00113152437734243,6.920011383044766e-05,0.003290718,1,0.0,0.030799805000424386,0.11736484634380641,0.0,0.5735546946525574
73,373760,1630.305316187123,233,0.037215820699930194,0.13161901970674408,0.0,0.5735546946525574,1.9436239302158356,0.006924606932443567,-0.002295336696352024,0.00038052650979807366,0.008021243,2,0.0,0.037215820699930194,0.13161901970674408,0.0,0.5735546946525574
74,378880,1600.687990254028,236,0.04744140654802322,0.14366767500432254,0.0,0.5735546946525574,1.9439074456691743,0.005323792924173176,0.0005579063363256864,5.465150593408907e-05,0.0019879122,1,0.0,0.04744140654802322,0.14366767500432254,0.0,0.5735546946525574
75,384000,1602.3821003415953,239,0.04744140654802322,0.14366767500432254,0.0,0.5735546946525574,1.9443416059017182,0.00043961182345810814,-0.0008479800868371967,5.926920830461313e-05,0.0020102095,0,0.0,0.04744140654802322,0.14366767500432254,0.0,0.5735546946525574
76,389120,1622.4859666172576,242,0.05513574257493019,0.14906122924124782,0.0,0.5735546946525574,1.9437910914421082,0.0009805431443965062,-0.0007002492951869499,0.00013185067050471843,0.0024024844,1,0.0,0.05513574257493019,0.14906122924124782,0.0,0.5735546946525574
77,394240,1628.5679830121055,245,0.05513574257493019,0.14906122924124782,0.0,0.5735546946525574,1.9434528648853302,0.0030044703744351864,0.00023826872347854078,3.073103453061776e-05,0.0012865614,1,0.0,0.05513574257493019,0.14906122924124782,0.0,0.5735546946525574
78,399360,1631.9435436706099,249,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.943325299024582,0.0006724002363625914,-6.22793863840343e-05,1.2720332370008691e-05,0.0008692179,1,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
79,404480,1639.1672341141732,252,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.9455079913139344,0.002600327366963029,0.000515242932306137,2.241974453909279e-06,0.00038551894,0,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
80,409600,1611.5750074369405,255,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.9456561505794525,0.0014181571663357318,0.000418707805511076,1.5589393001391727e-06,0.00027867383,29,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
81,414720,1622.8740362057454,258,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.9457793474197387,0.00016394294111705677,0.00017166505949717248,6.41924543742789e-07,0.00017124675,0,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
82,419840,1578.0714431266438,261,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.9458392322063447,-0.0010107188776601107,-0.00012489301843743306,3.984036581528017e-07,0.00013786864,0,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
83,424960,1633.2761990335039,264,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.945821714401245,-0.0006878972009872087,-0.00014868125799694099,3.0358826990095623e-07,0.00025571766,0,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
84,430080,1656.808917750287,268,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574,1.9456132650375366,-0.0002872770769499766,-7.978222020028624e-05,6.165067031815852e-06,0.00075523125,0,0.0,0.05876074247062206,0.14943895170353905,0.0,0.5735546946525574
85,435200,1627.1309216556447,271,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005,1.9446988463401795,0.000991142150860469,-0.000661400296348802,0.0002076115310046589,0.001750651,1,0.0,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005
86,440320,1597.9996449028,274,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005,1.945723056793213,0.000902389211114496,0.00011639130730145553,1.2811410300628268e-06,0.00023763088,0,0.0,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005
87,445440,1612.6091057577005,277,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005,1.945792555809021,0.0020313938497565688,0.00029632430159836075,7.576650972396237e-07,0.0002954668,0,0.0,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005
88,450560,1639.1462147112413,280,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005,1.9458351910114289,0.0003184521629009396,8.979444173746742e-05,3.5490803185211917e-07,0.00012841469,0,0.0,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005
89,455680,1632.6266658050488,283,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005,1.9458148658275605,0.0002105480517457181,5.4627431495646306e-05,3.2204574509364645e-07,0.00017991013,1,0.0,0.07521777413785458,0.17595586732913993,0.0,0.6582812666893005
90,460800,1600.5633191024344,287,0.04897460974752903,0.1425729714724886,0.0,0.6582812666893005,1.9458422362804413,-0.0002327716942090774,-4.49573997002517e-05,2.644197095946765e-07,0.00013373449,3,0.0,0.04897460974752903,0.1425729714724886,0.0,0.6582812666893005
91,465920,1452.326240607148,290,0.04897460974752903,0.1425729714724886,0.0,0.6582812666893005,1.9458677649497986,-0.00022883764759171755,-6.188425086293137e-05,1.6558666473542872e-07,6.917307e-05,0,0.0,0.04897460974752903,0.1425729714724886,0.0,0.6582812666893005
92,471040,1638.089808738305,293,0.03800195343792438,0.1283177644356828,0.0,0.6582812666893005,1.9458229422569275,-0.0004495044777286239,-8.516132547811139e-05,2.5038058879545135e-07,8.4509906e-05,1,0.0,0.03800195343792438,0.1283177644356828,0.0,0.6582812666893005
93,476160,1599.6567270677313,296,0.04148730523884296,0.16722802926322006,0.0,0.8562109470367432,1.9418024122714996,0.0027585347212152555,-0.0031017217628686923,0.0006464643302024342,0.004895049,3,0.0,0.04148730523884296,0.16722802926322006,0.0,0.8562109470367432
94,481280,1625.243257062237,300,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.9424769937992097,0.00192933815123979,0.00028919470732944317,0.0004703046626673313,0.0035339692,2,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
95,486400,1590.4538919647362,303,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.9446530997753144,-0.008655417803674936,-0.0014509095897665247,6.746399276380544e-06,0.00082424516,0,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
96,491520,1582.6561439437276,306,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.9454848289489746,-0.009034226136282086,-0.0015895176504272968,2.2747216462448704e-06,0.00038001902,0,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
97,496640,1628.4354737293254,309,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.9457394063472748,-0.00873920377343893,-0.0015110760636162014,8.490423539342374e-07,0.00026742375,0,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
98,501760,1607.7547509608232,312,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.9455645442008973,-0.006982042663730681,-0.0014812287176027895,4.051989185427373e-06,0.00055840606,1,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
99,506880,1534.029313862573,316,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432,1.944801890850067,-0.005909580760635436,-0.0012291797087527812,1.0124370396624726e-05,0.0006417114,0,0.0,0.042541992664337155,0.16800875898178919,0.0,0.8562109470367432
100,512000,1528.22795371174,319,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432,1.9441494584083556,-0.004865681543014944,-0.0015563041670247912,6.7869292138311724e-06,0.000804238,29,0.0,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432
101,517120,1587.4287752799496,322,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432,1.9458396792411805,-0.005918250582180917,-0.0008845115808071569,7.024379755193877e-07,0.00023011265,0,0.0,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432
102,522240,1618.178814227212,325,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432,1.9456426084041596,-0.006426102411933243,-0.001068843575194478,2.4216331695470217e-06,0.00064703875,0,0.0,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432
103,527360,1627.4507894162678,329,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432,1.9458065271377563,-0.005261359130963683,-0.0009355977323139087,3.2248861927541837e-07,0.00017818577,0,0.0,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432
104,532480,1633.4580764753243,332,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432,1.945237970352173,-0.004219355143141002,-0.0007242550040245987,3.6904259843595355e-06,0.00035643848,0,0.0,0.029534179717302322,0.1371387078917483,0.0,0.8562109470367432
105,537600,1636.291716422505,335,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432,1.9430820941925049,-0.0017791313173802336,-0.003619489859556779,0.0005663966115207586,0.003636647,2,0.0,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432
106,542720,1590.5501330776583,338,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432,1.9457424402236938,0.004316917294636369,0.0006583050577319227,3.1704542038824003e-06,0.00035411978,0,0.0,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432
107,547840,1634.5526806068876,341,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432,1.94540376663208,0.006177034042775631,0.0010158687073271722,7.85227737196692e-06,0.0009186321,0,0.0,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432
108,552960,1643.2065597152314,344,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432,1.9455049157142639,0.006661147112026811,0.0009691011073300615,6.38395752616816e-06,0.0003448865,0,0.0,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432
109,558080,1646.7889847190622,347,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432,1.9437087953090668,0.007408593501895666,0.000985286046852707,0.00011659163874355727,0.0026559338,1,0.0,0.04931347593665123,0.1813733619420104,0.0,0.8562109470367432
110,563200,1632.3326770254514,351,0.07106542959809303,0.20177899692117893,0.0,0.8562109470367432,1.9443616569042206,0.0014385807255166583,-0.0021968798828311265,0.0002283057669956179,0.003799611,4,0.0,0.07106542959809303,0.20177899692117893,0.0,0.8562109470367432
111,568320,1638.6437862688617,354,0.07106542959809303,0.20177899692117893,0.0,0.8562109470367432,1.9457891821861266,0.00278965188190341,0.0003814687246631365,3.2217543207480047e-06,0.0004199897,0,0.0,0.07106542959809303,0.20177899692117893,0.0,0.8562109470367432
112,573440,1641.8725946096627,357,0.04966015592217445,0.15802372654327915,0.0,0.7911718487739563,1.945756596326828,0.0026034301496110856,0.0005256883014226332,4.1845578607535575e-06,0.00044035027,1,0.0,0.04966015592217445,0.15802372654327915,0.0,0.7911718487739563
113,578560,1621.067078643526,360,0.04498046860098839,0.156647399417649,0.0,0.7911718487739563,1.9453095555305482,0.004135121102444827,0.0005238078889306053,2.273095338978237e-05,0.0012890899,3,0.0,0.04498046860098839,0.156647399417649,0.0,0.7911718487739563
114,583680,1625.606804845685,363,0.05173046886920929,0.16604423271588498,0.0,0.7911718487739563,1.9452657103538513,0.0010239378219921492,-0.0008552738456273801,5.074940942222384e-05,0.0017356302,2,0.0,0.05173046886920929,0.16604423271588498,0.0,0.7911718487739563
115,588800,1613.5436573764414,366,0.05173046886920929,0.16604423271588498,0.0,0.7911718487739563,1.9458208560943604,-0.0017240874527487903,-0.00023774189949108405,4.4599505088172006e-06,0.00037916546,0,0.0,0.05173046886920929,0.16604423271588498,0.0,0.7911718487739563
116,593920,1626.9918664939783,370,0.05937207043170929,0.17046245586019065,0.0,0.7911718487739563,1.9450426876544953,0.002262600168614881,-0.0007579282616461569,0.00010452916530994117,0.0019112822,1,0.0,0.05937207043170929,0.17046245586019065,0.0,0.7911718487739563
